candidate_row_index,ground_truth_class,origin_group,source_experiment,source_role,source_session_id,source_capture_id,source_row_index,source_row_identity,adapted_artifact,adapted_artifact_sha256,historical_source_csv,historical_source_csv_sha256,raw_extraction,raw_extraction_sha256,pcap,pcap_sha256,transformation
0,DDoS,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_D,adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,0,082f633dc693d9ffd991061d0766c9ced2856d71b395f8621d4b87e22410b5c9,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4829,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,100,fecb6127965d7a5a3087f5691d2e823e50031c5a6c92da0ea0c0877bccfecfbf,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4830,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,101,0e3552e9bb47a0576ea4c3e72b04d8cacda3f9f8331feccb9628aa0a3b895137,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4831,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,102,7b1b8edaa54c91b6b796de6719247e8628a40396dfac4f85fd3448590a8da1ca,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4832,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,103,98783a54ac80124e739cae9f09198536d0f641c30032f6b70755914e1c055baf,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4833,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,104,3aa385dae5763f108ba9d7782adee7abb40198572b72997248cc3e4f2a901944,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4834,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,105,41116f232310f83b2f9a419cba859e55e718263c5bf7922440979c4067023c92,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4835,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,106,2003a28d9cbc1f954d76b624d1cd21a96ed208641383e41e011ea79887447b14,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4836,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,107,0efc3a3481d4715a8f6be0b053863583014ac441b56c62898fd261127d65ccd2,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4837,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,108,7997530b3ec5cc5c300b2809a87321a12b5ff6a75df0139def4ea52e7052f352,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4838,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,109,82f460c77d1dcb964428d8d5032623b47e4258dac5a5b11cf24ff5b2fe5b8eaa,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4839,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,110,d674e36bc99faf9eb64b49685809853299ec19cb4c62566e8a2407e5b74c7a75,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4840,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,111,5c3006622949d5d05d9f465128a32472a44a4685f8293f21c5dadac912afcb5d,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4841,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,112,9a2236fbee073544c46babf429e84c2e3ec4830d6cdba6d70e5217144a7a8277,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4842,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,113,58b9dd8c8e001c9cc011c02041a589815d05ca2f508c34f6abbb1378845a4ae6,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4843,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,114,7050e561ca5b9fbdc3e8afc56cadc181018c5361af27f9d5feb03cf057e16f3a,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4844,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,115,0ff70c2f0a1d10414ed6edd54dd43f7ad8927f3862b4a08ecad4317aa3f6239c,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4845,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,116,74c7a284190c95b9c318cb3c66b6118c692d6e6b5f7740f792026967cffb1442,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4846,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,117,d15f8a5db04d8b8b376a06ea1a7ae34e5b0251b818f04157be3cfae2b6dc871f,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4847,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,118,9d202da3803d1b1462400aa9aa62eebbae95d4c361c827be73900c6795267a7a,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4848,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,119,42354b60fa5bcd037b3e7583b9d00fc28ec27b092ffbb3f15a6f00c10688e9b5,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4849,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,120,d698f533332d5328cbc29361e2f91bd2696ec34fd50e8a7b0e6eff629cf4a6a4,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4850,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,121,5d985ce809a1ae8bc653d2bce25d9ec5142e5dd4f13577b8153507e2ba5be58f,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4851,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,122,cd078df95cef859e67e6638025b60a4fa252d86316578768fc74388b161fea8f,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4852,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,123,f3b6d13a47a8ceb4343c7177d35c9aec04e4a5f12812789682e58a618a4f189a,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4853,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,124,4ccec3706fc864d79d21a565cac2cb82614fad4ef46226d33f846d9f095f1023,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4854,PortScan,FROZEN_EXPERIMENT_E_TRAINING_CANDIDATE,EXPERIMENT_E,adaptation,expe-portscan-p-a1,expe-portscan-capture-p-a1,125,39b11aa095c498e6ebd649ed90955656d6eb89c5a161165a0fc7e85bc9d870a4,data/lab/experiment_e/datasets/experiment_e_training_candidate.csv,f716404391467b267cca2f989762c2d4740127a4e7dd11afe956e7e8940b2284,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,data/lab/experiment_e/adaptation/flows/cicflowmeter-v3/portscan/expe-portscan-p-a1.pcap_ISCX.csv,2891b03c688ab73a1de9bbf748c5b67ceaabc8d8a8cd3afa6806a3e0a19ab514,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,PRESERVED_IN_EXISTING_HISTORICAL_LINEAGE,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
